Record_ID,Analysis_Date,Drug_Name,Brand_Name,Therapeutic_Class,NDC_Code,Insurance_Plan_Name,Plan_ID,Contract_Year,Current_Formulary_Tier,Previous_Formulary_Tier,Formulary_Change_Date,Days_Since_Formulary_Change,Tier_Change_Direction,Access_Barriers,Prior_Authorization_Required,Step_Therapy_Required,Quantity_Limit_Monthly,Current_Monthly_Prescriptions,Previous_Monthly_Prescriptions,Utilization_Change_Percent,Utilization_Trend,Current_Patient_Copay,Previous_Patient_Copay,Copay_Change_Amount,Plan_Cost_Per_Prescription,Total_Cost_Per_Prescription,Cost_Per_Member_Per_Month,Prior_Auth_Approval_Rate,Average_Prior_Auth_Days,Prescription_Abandonment_Rate,Switch_to_Alternative_Rate,Generic_Substitution_Rate,Adherence_Rate_Post_Change,Member_Appeals_This_Month,Appeals_Approved,Exception_Requests,Exceptions_Granted,Member_Satisfaction_Score,Market_Share_Percent,Competing_Drugs_Same_Class,Price_Relative_to_Competitors,Geographic_Region,State_Code,Urban_Rural_Classification,Primary_Age_Group,Month_Year,Quarter,Fiscal_Year,Formulary_Risk_Score,Access_Disruption_Probability,Cost_Trend_Projection
FIA000791,2023-10-30,Atorvastatin,Lipitor,Statins,36792-390-98,Commercial Plan Beta,PLAN_7028,2023,Tier 3,Tier 1,2022-12-27,307,Worsened,None,No,No,,54,120,-54.3,Decreased,86.4,11.34,75.06,146.13,232.53,12.56,0.0,0,0.072,0.264,0.648,0.639,10,0,8,10,4.3,5.5,4,Similar,Southwest,MI,Urban,66-75,2023-10,Q4_2023,2023,4.1,0.046,Decreasing
FIA002247,2023-11-01,Atorvastatin,Lipitor,Statins,99810-575-65,Tricare Standard,PLAN_1332,2023,Non-Formulary,Tier 1,2022-11-01,365,Worsened,Non-Formulary Status,No,No,,55,170,-67.6,Decreased,499.3,16.63,482.67,73.36,572.66,31.5,0.0,0,0.29,0.131,0.872,0.656,1,8,4,12,5.0,19.5,4,Higher,Southwest,PA,Suburban,36-50,2023-11,Q4_2023,2023,2.2,0.97,Increasing
FIA002341,2023-11-03,Atorvastatin,Lipitor,Statins,74703-298-19,Tricare Standard,PLAN_5056,2023,Tier 2,Non-Formulary,2023-05-14,173,Improved,None,No,No,,209,182,15.3,Increased,40.35,666.62,-626.27,191.1,231.45,48.37,0.0,0,0.056,0.201,0.784,0.87,4,3,2,1,4.8,8.6,2,Higher,Midwest,IL,Rural,66-75,2023-11,Q4_2023,2023,4.2,0.104,Increasing
FIA002368,2023-11-05,Atorvastatin,Lipitor,Statins,44715-195-77,Medicaid Plan X,PLAN_5841,2023,Tier 3,Tier 2,2023-01-19,290,Worsened,None,No,No,,143,195,-26.5,Decreased,69.56,45.88,23.68,40.37,109.93,15.72,0.0,0,0.021,0.147,0.502,0.816,1,4,5,9,3.0,27.0,7,Higher,Southwest,FL,Suburban,36-50,2023-11,Q4_2023,2023,7.9,0.798,Decreasing
FIA000012,2023-11-10,Atorvastatin,Lipitor,Statins,89457-623-24,VA Plan,PLAN_4114,2023,Tier 1,Tier 3,2023-07-12,121,Improved,None,No,No,,166,139,19.9,Increased,13.71,99.18,-85.47,83.33,97.04,16.11,0.0,0,0.061,0.139,0.696,0.401,6,5,13,2,4.8,32.6,6,Similar,Northeast,PA,Rural,51-65,2023-11,Q4_2023,2023,7.0,0.326,Decreasing
FIA000120,2023-11-11,Atorvastatin,Lipitor,Statins,63011-543-50,Medicare Part D Plan A,PLAN_7381,2023,Tier 1,Tier 1,2023-09-15,57,No Change,Quantity Limit,No,No,,174,172,1.5,Stable,7.67,8.78,-1.11,106.69,114.36,19.9,0.0,0,0.039,0.237,0.649,0.74,1,1,11,3,2.9,25.6,6,Lower,Midwest,GA,Suburban,66-75,2023-11,Q4_2023,2023,8.4,0.031,Increasing
FIA001849,2023-11-11,Atorvastatin,Lipitor,Statins,89641-405-32,Commercial Plan Alpha,PLAN_1714,2023,Tier 2,Tier 3,2023-05-26,169,Improved,Quantity Limit,No,No,60.0,489,314,56.0,Increased,47.09,68.62,-21.53,153.3,200.39,97.99,0.0,0,0.013,0.255,0.202,0.505,3,2,3,11,3.0,22.2,6,Higher,Midwest,MI,Urban,51-65,2023-11,Q4_2023,2023,1.6,0.695,Increasing
FIA001842,2023-11-17,Atorvastatin,Lipitor,Statins,49116-154-62,VA Plan,PLAN_2390,2023,Tier 3,Specialty Tier,2023-05-29,172,Improved,Quantity Limit,No,No,30.0,893,813,9.9,Increased,97.99,118.72,-20.73,182.64,280.63,250.6,0.0,0,0.048,0.144,0.218,0.439,1,1,5,8,4.1,34.7,8,Higher,Northeast,TX,Rural,66-75,2023-11,Q4_2023,2023,1.5,0.397,Decreasing
FIA001309,2023-11-27,Atorvastatin,Lipitor,Statins,34238-842-71,Commercial Plan Beta,PLAN_7670,2023,Tier 2,Tier 1,2022-12-04,358,Worsened,None,No,No,,388,383,1.4,Stable,35.74,16.08,19.66,73.36,109.1,42.33,0.0,0,0.044,0.244,0.267,0.883,15,10,4,5,3.9,29.3,8,Higher,Northeast,NC,Urban,51-65,2023-11,Q4_2023,2023,4.1,0.208,Decreasing
FIA002961,2023-11-27,Atorvastatin,Lipitor,Statins,80332-995-92,VA Plan,PLAN_6330,2023,Specialty Tier,Tier 3,2023-04-11,230,Worsened,None,No,No,,966,992,-2.6,Stable,104.75,90.6,14.15,126.56,231.31,223.45,0.0,0,0.185,0.23,0.36,0.941,7,6,13,9,4.6,27.1,8,Similar,Midwest,CA,Suburban,66-75,2023-11,Q4_2023,2023,4.3,0.481,Increasing
FIA000469,2023-11-28,Atorvastatin,Lipitor,Statins,39082-926-28,Medicare Part D Plan B,PLAN_2475,2023,Tier 3,Tier 1,2023-06-02,179,Worsened,Prior Authorization,Yes,No,,98,313,-68.5,Decreased,61.94,18.75,43.19,50.77,112.71,11.05,0.394,2,0.072,0.299,0.518,0.657,3,8,1,6,2.7,7.7,7,Lower,Southwest,NY,Urban,66-75,2023-11,Q4_2023,2023,6.8,0.999,Increasing
FIA000647,2023-12-19,Atorvastatin,Lipitor,Statins,82413-521-34,Medicaid Plan X,PLAN_3953,2023,Tier 1,Non-Formulary,2023-08-18,123,Improved,None,No,No,,999,750,33.3,Increased,10.29,677.49,-667.2,106.03,116.32,116.2,0.0,0,0.079,0.276,0.263,0.92,5,3,8,2,2.9,22.2,6,Lower,Northeast,MI,Rural,66-75,2023-12,Q4_2023,2023,4.5,0.831,Stable
FIA001454,2023-12-30,Atorvastatin,Lipitor,Statins,58515-429-26,Commercial Plan Beta,PLAN_8890,2023,Tier 1,Tier 1,2023-06-28,185,No Change,None,No,No,,1013,948,6.9,Increased,11.62,18.54,-6.92,89.06,100.68,101.99,0.0,0,0.014,0.226,0.686,0.415,15,5,15,9,2.9,32.8,4,Similar,Southeast,OH,Urban,36-50,2023-12,Q4_2023,2023,2.9,0.944,Decreasing
FIA002976,2024-01-06,Atorvastatin,Lipitor,Statins,48963-923-65,Tricare Standard,PLAN_4885,2024,Tier 2,Tier 2,2023-04-09,272,No Change,Quantity Limit,No,No,90.0,808,780,3.7,Stable,45.18,34.56,10.62,180.18,225.36,182.09,0.0,0,0.066,0.303,0.206,0.507,4,0,12,12,4.7,7.3,8,Higher,Southwest,GA,Urban,36-50,2024-01,Q1_2024,2023,8.1,0.965,Decreasing
FIA000220,2024-01-11,Atorvastatin,Lipitor,Statins,96530-756-29,Medicare Part D Plan A,PLAN_9516,2024,Specialty Tier,Tier 2,2023-12-07,35,Worsened,Step Therapy,No,Yes,,129,171,-24.2,Decreased,243.53,35.52,208.01,159.06,402.59,51.93,0.0,0,0.065,0.39,0.494,0.887,9,5,11,0,4.5,32.0,6,Lower,Southwest,GA,Rural,36-50,2024-01,Q1_2024,2023,9.0,0.624,Decreasing
FIA001184,2024-01-18,Atorvastatin,Lipitor,Statins,55767-324-63,Medicare Part D Plan B,PLAN_3084,2024,Tier 1,Specialty Tier,2023-08-12,159,Improved,None,No,No,,789,494,59.8,Increased,9.88,285.5,-275.62,56.31,66.19,52.22,0.0,0,0.026,0.204,0.615,0.649,5,2,18,11,4.8,28.8,7,Higher,Midwest,GA,Suburban,51-65,2024-01,Q1_2024,2023,1.3,0.06,Decreasing
FIA000485,2024-01-20,Atorvastatin,Lipitor,Statins,84431-507-68,Medicare Part D Plan A,PLAN_9753,2024,Tier 3,Non-Formulary,2023-05-06,259,Improved,Step Therapy,No,Yes,,521,514,1.4,Stable,96.85,612.05,-515.2,53.59,150.44,78.38,0.0,0,0.079,0.32,0.388,0.636,9,8,0,5,2.4,32.6,8,Similar,Northeast,MI,Rural,36-50,2024-01,Q1_2024,2023,7.0,0.542,Decreasing
FIA002770,2024-01-22,Atorvastatin,Lipitor,Statins,77555-534-97,VA Plan,PLAN_8061,2024,Tier 1,Tier 3,2023-05-14,253,Improved,None,No,No,,1232,988,24.8,Increased,12.88,72.83,-59.95,184.25,197.13,242.86,0.0,0,0.039,0.333,0.707,0.628,14,10,1,5,4.8,34.4,5,Similar,West,TX,Urban,18-35,2024-01,Q1_2024,2023,5.1,0.167,Stable
FIA000368,2024-02-08,Atorvastatin,Lipitor,Statins,64234-944-29,Commercial Plan Alpha,PLAN_5896,2024,Tier 1,Tier 1,2023-02-16,357,No Change,None,No,No,,594,548,8.5,Increased,10.14,13.07,-2.93,42.58,52.72,31.32,0.0,0,0.072,0.251,0.593,0.641,10,9,17,8,3.7,29.5,7,Lower,Southeast,TX,Rural,51-65,2024-02,Q1_2024,2023,9.6,0.361,Stable
FIA000372,2024-02-08,Atorvastatin,Lipitor,Statins,77698-224-30,Commercial Plan Beta,PLAN_2971,2024,Specialty Tier,Tier 2,2023-06-29,224,Worsened,Step Therapy,No,Yes,,211,303,-30.3,Decreased,109.84,33.16,76.68,185.26,295.1,62.27,0.0,0,0.094,0.379,0.718,0.597,10,6,6,6,5.0,29.0,4,Similar,Midwest,NC,Urban,66-75,2024-02,Q1_2024,2023,1.1,0.38,Stable
FIA001038,2024-02-17,Atorvastatin,Lipitor,Statins,56429-848-35,VA Plan,PLAN_1713,2024,Non-Formulary,Tier 1,2023-11-08,101,Worsened,Non-Formulary Status,No,No,,283,360,-21.2,Decreased,272.77,18.29,254.48,167.67,440.44,124.64,0.0,0,0.14,0.082,0.504,0.715,7,2,20,8,3.4,18.2,3,Similar,Southeast,IL,Rural,18-35,2024-02,Q1_2024,2023,7.4,0.297,Increasing
FIA002029,2024-03-02,Atorvastatin,Lipitor,Statins,34696-689-97,Medicaid Plan X,PLAN_9138,2024,Tier 1,Specialty Tier,2023-06-08,268,Improved,None,No,No,,255,195,31.3,Increased,17.66,165.58,-147.92,53.5,71.16,18.15,0.0,0,0.033,0.196,0.826,0.866,2,4,10,14,3.5,16.2,8,Higher,Northeast,MI,Suburban,18-35,2024-03,Q1_2024,2023,6.4,0.551,Increasing
FIA002155,2024-03-03,Atorvastatin,Lipitor,Statins,71616-178-19,Commercial Plan Beta,PLAN_7731,2024,Specialty Tier,Tier 2,2023-05-13,295,Worsened,Prior Authorization,Yes,No,,395,937,-57.8,Decreased,170.05,31.59,138.46,41.41,211.46,83.53,0.185,4,0.207,0.173,0.402,0.934,7,3,3,2,4.1,25.6,5,Higher,Northeast,OH,Rural,51-65,2024-03,Q1_2024,2023,3.9,0.48,Decreasing
FIA001615,2024-03-06,Atorvastatin,Lipitor,Statins,12280-592-50,VA Plan,PLAN_5984,2024,Non-Formulary,Tier 3,2023-07-24,226,Worsened,Non-Formulary Status,No,No,,197,186,6.4,Increased,441.76,92.04,349.72,44.78,486.54,95.85,0.0,0,0.082,0.127,0.593,0.531,15,5,7,6,4.1,10.9,4,Higher,Southeast,NC,Rural,75+,2024-03,Q1_2024,2023,4.7,0.579,Decreasing
FIA000425,2024-03-11,Atorvastatin,Lipitor,Statins,72965-920-37,Commercial Plan Beta,PLAN_8778,2024,Tier 3,Tier 1,2023-05-25,291,Worsened,Quantity Limit,No,No,90.0,520,781,-33.3,Decreased,89.4,6.69,82.71,71.42,160.82,83.63,0.0,0,0.032,0.218,0.269,0.613,2,2,4,4,4.6,7.0,6,Lower,West,FL,Urban,66-75,2024-03,Q1_2024,2023,8.6,0.362,Increasing
FIA002256,2024-03-14,Atorvastatin,Lipitor,Statins,89614-733-43,Tricare Standard,PLAN_7537,2024,Specialty Tier,Non-Formulary,2023-04-16,333,Improved,Prior Authorization; Step Therapy,Yes,Yes,,822,856,-3.9,Stable,131.23,252.6,-121.37,53.6,184.83,151.93,0.434,4,0.133,0.249,0.465,0.426,12,9,9,2,4.1,14.8,6,Similar,Northeast,TX,Suburban,36-50,2024-03,Q1_2024,2023,9.3,0.348,Stable
FIA001054,2024-03-18,Atorvastatin,Lipitor,Statins,34254-172-72,Medicaid Plan Y,PLAN_2016,2024,Non-Formulary,Tier 3,2023-12-15,94,Worsened,Non-Formulary Status,No,No,,481,450,7.0,Increased,205.05,83.56,121.49,179.68,384.73,185.06,0.0,0,0.128,0.151,0.636,0.686,4,9,17,15,5.0,19.0,4,Higher,Midwest,FL,Urban,18-35,2024-03,Q1_2024,2023,4.9,0.687,Decreasing
FIA002201,2024-03-19,Atorvastatin,Lipitor,Statins,73847-564-33,Commercial Plan Beta,PLAN_9370,2024,Tier 1,Specialty Tier,2023-05-14,310,Improved,None,No,No,,1320,885,49.2,Increased,13.59,151.6,-138.01,98.22,111.81,147.59,0.0,0,0.078,0.097,0.519,0.44,7,4,17,13,3.0,18.5,5,Higher,West,TX,Urban,36-50,2024-03,Q1_2024,2023,2.7,0.137,Stable
FIA000772,2024-03-23,Atorvastatin,Lipitor,Statins,91976-170-78,Commercial Plan Alpha,PLAN_4933,2024,Tier 2,Tier 1,2023-10-06,169,Worsened,None,No,No,,853,907,-5.9,Decreased,20.26,16.71,3.55,89.16,109.42,93.34,0.0,0,0.042,0.326,0.579,0.453,2,3,17,4,3.3,7.2,8,Similar,Northeast,NY,Urban,51-65,2024-03,Q1_2024,2023,4.4,0.101,Stable
FIA000625,2024-04-02,Atorvastatin,Lipitor,Statins,36429-207-86,Tricare Standard,PLAN_1810,2024,Tier 3,Non-Formulary,2023-06-07,300,Improved,Prior Authorization,Yes,No,,344,345,-0.1,Stable,71.19,694.28,-623.09,57.74,128.93,44.35,0.126,2,0.014,0.081,0.393,0.916,6,4,15,3,2.7,27.5,5,Higher,Northeast,MI,Suburban,75+,2024-04,Q2_2024,2023,4.7,0.781,Increasing
FIA000367,2024-04-07,Atorvastatin,Lipitor,Statins,60122-433-81,Commercial Plan Beta,PLAN_4522,2024,Specialty Tier,Tier 3,2023-04-13,360,Worsened,Step Therapy,No,Yes,,845,885,-4.5,Stable,261.07,98.75,162.32,84.71,345.78,292.18,0.0,0,0.143,0.266,0.508,0.551,2,3,5,10,4.2,33.2,6,Similar,Northeast,OH,Rural,66-75,2024-04,Q2_2024,2023,3.2,0.987,Decreasing
FIA002675,2024-04-10,Atorvastatin,Lipitor,Statins,37531-728-58,VA Plan,PLAN_1542,2024,Specialty Tier,Tier 2,2023-09-05,218,Worsened,Step Therapy,No,Yes,,434,603,-28.0,Decreased,219.35,43.42,175.93,166.03,385.38,167.25,0.0,0,0.079,0.234,0.487,0.831,8,0,20,2,3.7,7.6,4,Higher,Southwest,NC,Suburban,36-50,2024-04,Q2_2024,2023,9.6,0.543,Decreasing
FIA001907,2024-04-14,Atorvastatin,Lipitor,Statins,90291-894-69,Medicare Part D Plan B,PLAN_8925,2024,Tier 3,Tier 3,2023-04-20,360,No Change,None,No,No,,812,823,-1.2,Stable,87.42,77.17,10.25,103.87,191.29,155.33,0.0,0,0.056,0.101,0.287,0.62,3,5,7,7,2.8,35.0,3,Lower,West,PA,Urban,18-35,2024-04,Q2_2024,2023,6.5,0.138,Decreasing
FIA000484,2024-04-16,Atorvastatin,Lipitor,Statins,72694-816-17,VA Plan,PLAN_9134,2024,Tier 3,Tier 2,2023-05-29,323,Worsened,Prior Authorization,Yes,No,,68,123,-44.6,Decreased,87.51,48.79,38.72,50.23,137.74,9.37,0.301,4,0.075,0.365,0.563,0.844,0,5,0,12,3.6,7.5,8,Lower,Southeast,NY,Rural,51-65,2024-04,Q2_2024,2023,4.0,0.159,Stable
FIA000334,2024-04-17,Atorvastatin,Lipitor,Statins,38697-447-91,Medicare Part D Plan A,PLAN_6054,2024,Non-Formulary,Tier 3,2023-11-06,163,Worsened,Non-Formulary Status,No,No,,917,928,-1.2,Stable,604.99,70.56,534.43,112.54,717.53,657.98,0.0,0,0.064,0.207,0.355,0.882,6,10,3,10,2.4,21.2,7,Lower,Southwest,TX,Rural,51-65,2024-04,Q2_2024,2023,9.2,0.767,Decreasing
FIA002235,2024-04-18,Atorvastatin,Lipitor,Statins,41096-470-72,VA Plan,PLAN_9497,2024,Tier 3,Tier 3,2023-07-13,280,No Change,Prior Authorization; Step Therapy,Yes,Yes,,591,591,0.2,Stable,87.31,63.88,23.43,124.5,211.81,125.18,0.34,6,0.062,0.202,0.306,0.627,6,9,18,1,3.9,13.5,2,Similar,Southwest,PA,Rural,18-35,2024-04,Q2_2024,2023,4.8,0.422,Stable
FIA001067,2024-04-23,Atorvastatin,Lipitor,Statins,21570-108-82,Commercial Plan Alpha,PLAN_4014,2024,Tier 1,Tier 2,2023-12-03,142,Improved,None,No,No,,289,286,1.4,Stable,11.72,29.44,-17.72,138.36,150.08,43.37,0.0,0,0.046,0.39,0.29,0.451,8,5,11,15,4.8,24.0,8,Higher,Southeast,GA,Rural,36-50,2024-04,Q2_2024,2023,3.1,0.396,Increasing
FIA001983,2024-04-30,Atorvastatin,Lipitor,Statins,73557-304-69,Commercial Plan Alpha,PLAN_3490,2024,Tier 1,Specialty Tier,2024-02-19,71,Improved,None,No,No,,1296,863,50.3,Increased,11.54,202.49,-190.95,35.26,46.8,60.65,0.0,0,0.026,0.344,0.66,0.665,8,8,7,12,2.6,8.6,8,Lower,Northeast,NY,Rural,75+,2024-04,Q2_2024,2023,6.0,0.102,Increasing
FIA002987,2024-05-20,Atorvastatin,Lipitor,Statins,54293-236-57,Tricare Standard,PLAN_5857,2024,Tier 2,Non-Formulary,2023-06-21,334,Improved,Quantity Limit,No,No,,1089,781,39.5,Increased,48.19,688.36,-640.17,58.16,106.35,115.82,0.0,0,0.035,0.264,0.305,0.831,2,5,6,8,3.9,7.5,2,Higher,West,GA,Rural,66-75,2024-05,Q2_2024,2023,9.1,0.329,Increasing
FIA001867,2024-05-26,Atorvastatin,Lipitor,Statins,48524-842-45,Medicare Part D Plan A,PLAN_8443,2024,Tier 3,Tier 1,2023-09-25,244,Worsened,Step Therapy,No,Yes,,100,190,-47.0,Decreased,64.49,10.32,54.17,46.53,111.02,11.1,0.0,0,0.059,0.267,0.391,0.902,6,5,7,3,3.4,27.2,8,Similar,Southwest,TX,Suburban,51-65,2024-05,Q2_2024,2023,2.4,0.29,Decreasing
FIA002792,2024-05-26,Atorvastatin,Lipitor,Statins,89242-826-27,Medicare Part D Plan A,PLAN_6140,2024,Tier 2,Tier 1,2023-09-23,246,Worsened,Quantity Limit,No,No,,602,560,7.5,Increased,30.79,12.71,18.08,169.93,200.72,120.83,0.0,0,0.045,0.285,0.865,0.657,14,4,19,8,2.8,26.5,3,Lower,West,TX,Urban,51-65,2024-05,Q2_2024,2023,1.5,0.907,Stable
FIA002730,2024-05-29,Atorvastatin,Lipitor,Statins,89067-605-11,Tricare Standard,PLAN_9618,2024,Tier 1,Non-Formulary,2023-07-31,303,Improved,None,No,No,,975,636,53.4,Increased,16.41,697.98,-681.57,32.18,48.59,47.38,0.0,0,0.032,0.101,0.723,0.703,2,4,18,9,2.8,7.2,5,Higher,Midwest,MI,Suburban,51-65,2024-05,Q2_2024,2023,6.6,0.592,Stable
FIA001562,2024-06-06,Atorvastatin,Lipitor,Statins,91110-698-24,Medicaid Plan Y,PLAN_3033,2024,Specialty Tier,Tier 2,2023-06-13,359,Worsened,None,No,No,,260,739,-64.8,Decreased,293.79,20.15,273.64,178.38,472.17,122.76,0.0,0,0.213,0.329,0.411,0.457,0,5,1,11,2.0,7.4,3,Higher,Midwest,GA,Rural,51-65,2024-06,Q2_2024,2023,7.4,0.97,Decreasing
FIA000537,2024-06-10,Atorvastatin,Lipitor,Statins,92656-970-48,VA Plan,PLAN_3259,2024,Specialty Tier,Specialty Tier,2024-02-02,129,No Change,Prior Authorization,Yes,No,,916,834,9.9,Increased,217.66,143.81,73.85,68.73,286.39,262.33,0.584,9,0.129,0.067,0.434,0.645,14,4,1,12,3.1,23.6,4,Lower,Midwest,OH,Urban,36-50,2024-06,Q2_2024,2023,6.1,0.729,Increasing
FIA000396,2024-06-17,Atorvastatin,Lipitor,Statins,32271-841-51,Medicaid Plan Y,PLAN_1629,2024,Specialty Tier,Tier 1,2024-01-14,155,Worsened,Prior Authorization,Yes,No,,192,264,-27.2,Decreased,220.33,9.32,211.01,135.16,355.49,68.25,0.305,3,0.184,0.366,0.679,0.403,0,9,1,12,4.3,8.6,3,Higher,Northeast,MI,Rural,18-35,2024-06,Q2_2024,2023,1.2,0.824,Stable
FIA001869,2024-06-18,Atorvastatin,Lipitor,Statins,41997-708-42,Medicaid Plan X,PLAN_5177,2024,Non-Formulary,Tier 2,2024-04-08,71,Worsened,Non-Formulary Status,No,No,,394,781,-49.5,Decreased,571.71,34.75,536.96,194.17,765.88,301.76,0.0,0,0.076,0.266,0.203,0.759,9,5,14,8,2.8,24.5,2,Higher,Southeast,NY,Urban,66-75,2024-06,Q2_2024,2023,8.3,0.474,Stable
FIA000651,2024-06-22,Atorvastatin,Lipitor,Statins,68365-415-44,Medicaid Plan X,PLAN_2274,2024,Tier 1,Specialty Tier,2023-07-11,347,Improved,None,No,No,,594,406,46.4,Increased,14.23,137.76,-123.53,125.26,139.49,82.86,0.0,0,0.022,0.319,0.318,0.548,13,5,6,12,3.7,18.5,8,Lower,Southeast,IL,Suburban,75+,2024-06,Q2_2024,2023,4.3,0.225,Increasing
FIA000345,2024-06-27,Atorvastatin,Lipitor,Statins,21284-679-69,Medicare Part D Plan B,PLAN_2904,2024,Tier 3,Non-Formulary,2024-02-17,131,Improved,None,No,No,,787,750,4.9,Stable,84.44,445.55,-361.11,172.14,256.58,201.93,0.0,0,0.043,0.371,0.328,0.448,10,9,20,0,4.3,28.7,3,Higher,Midwest,GA,Urban,36-50,2024-06,Q2_2024,2023,3.8,0.681,Increasing
FIA002601,2024-07-02,Atorvastatin,Lipitor,Statins,83533-506-30,Medicare Part D Plan B,PLAN_9291,2024,Tier 1,Tier 1,2024-04-15,78,No Change,None,No,No,,990,978,1.3,Stable,16.86,16.82,0.04,88.76,105.62,104.56,0.0,0,0.064,0.352,0.659,0.691,13,3,12,1,2.5,22.2,5,Lower,West,OH,Rural,66-75,2024-07,Q3_2024,2023,1.5,0.256,Stable
FIA000658,2024-07-09,Atorvastatin,Lipitor,Statins,83585-624-45,Commercial Plan Beta,PLAN_1889,2024,Specialty Tier,Non-Formulary,2024-03-10,121,Improved,Step Therapy,No,Yes,,643,651,-1.2,Stable,112.7,403.99,-291.29,76.16,188.86,121.44,0.0,0,0.29,0.294,0.748,0.782,2,7,17,3,3.2,20.1,2,Similar,Southwest,PA,Rural,36-50,2024-07,Q3_2024,2023,7.1,0.344,Decreasing
FIA001831,2024-07-09,Atorvastatin,Lipitor,Statins,46463-581-16,Tricare Standard,PLAN_4080,2024,Tier 2,Tier 1,2023-10-13,270,Worsened,Quantity Limit,No,No,,167,157,6.4,Increased,32.06,14.89,17.17,171.21,203.27,33.95,0.0,0,0.056,0.229,0.405,0.553,7,7,11,14,4.8,26.3,7,Similar,Midwest,TX,Suburban,36-50,2024-07,Q3_2024,2023,7.8,0.194,Increasing
FIA001474,2024-07-14,Atorvastatin,Lipitor,Statins,59478-543-46,Medicaid Plan Y,PLAN_4491,2024,Tier 1,Specialty Tier,2024-03-22,114,Improved,None,No,No,,316,208,52.1,Increased,5.65,127.38,-121.73,161.76,167.41,52.9,0.0,0,0.042,0.186,0.78,0.47,7,5,1,3,2.3,13.1,6,Similar,West,MI,Suburban,18-35,2024-07,Q3_2024,2023,6.3,0.82,Increasing
FIA000328,2024-07-18,Atorvastatin,Lipitor,Statins,31880-174-26,VA Plan,PLAN_7919,2024,Tier 2,Tier 1,2023-11-17,244,Worsened,Quantity Limit,No,No,60.0,609,581,4.9,Stable,27.9,13.32,14.58,34.07,61.97,37.74,0.0,0,0.068,0.095,0.688,0.533,9,1,10,10,3.8,23.5,7,Lower,Northeast,IL,Suburban,66-75,2024-07,Q3_2024,2023,6.7,0.741,Stable
FIA001098,2024-08-09,Atorvastatin,Lipitor,Statins,92869-226-48,Medicaid Plan X,PLAN_9307,2024,Tier 2,Specialty Tier,2024-03-04,158,Improved,None,No,No,,1224,914,34.0,Increased,20.52,127.72,-107.2,48.04,68.56,83.92,0.0,0,0.03,0.217,0.31,0.913,13,4,17,7,4.2,12.6,3,Similar,West,GA,Urban,18-35,2024-08,Q3_2024,2023,2.6,0.282,Stable
FIA001939,2024-08-24,Atorvastatin,Lipitor,Statins,31282-339-59,Commercial Plan Alpha,PLAN_1855,2024,Tier 1,Tier 2,2024-01-06,231,Improved,Quantity Limit,No,No,,557,516,8.1,Increased,15.28,42.43,-27.15,95.91,111.19,61.93,0.0,0,0.019,0.397,0.362,0.478,3,4,16,15,3.3,5.9,7,Higher,West,OH,Urban,75+,2024-08,Q3_2024,2023,2.0,0.551,Increasing
FIA000671,2024-08-26,Atorvastatin,Lipitor,Statins,46214-118-41,Commercial Plan Alpha,PLAN_3919,2024,Tier 1,Tier 3,2024-07-22,35,Improved,None,No,No,,1063,920,15.6,Increased,13.82,94.61,-80.79,49.93,63.75,67.77,0.0,0,0.072,0.079,0.578,0.775,12,6,5,1,2.7,16.2,8,Higher,West,OH,Rural,51-65,2024-08,Q3_2024,2023,6.7,0.693,Increasing
FIA001560,2024-08-27,Atorvastatin,Lipitor,Statins,80692-953-44,Commercial Plan Beta,PLAN_2140,2024,Tier 2,Non-Formulary,2023-09-29,333,Improved,Quantity Limit,No,No,,748,544,37.6,Increased,38.14,445.04,-406.9,92.73,130.87,97.89,0.0,0,0.075,0.185,0.84,0.433,12,5,2,9,4.1,12.6,5,Lower,West,OH,Rural,51-65,2024-08,Q3_2024,2023,7.2,0.29,Increasing
FIA001206,2024-09-05,Atorvastatin,Lipitor,Statins,51912-149-42,Medicare Part D Plan A,PLAN_4510,2024,Tier 1,Specialty Tier,2023-11-23,287,Improved,None,No,No,,718,471,52.7,Increased,16.58,131.25,-114.67,149.41,165.99,119.18,0.0,0,0.067,0.216,0.258,0.811,10,9,12,14,2.8,5.5,6,Similar,Southeast,MI,Urban,51-65,2024-09,Q3_2024,2023,7.5,0.657,Stable
FIA000834,2024-09-17,Atorvastatin,Lipitor,Statins,71952-501-49,Tricare Standard,PLAN_6931,2024,Specialty Tier,Non-Formulary,2023-10-25,328,Improved,Prior Authorization,Yes,No,,723,693,4.4,Stable,278.2,415.93,-137.73,198.85,477.05,344.91,0.154,5,0.171,0.286,0.446,0.588,4,8,18,14,2.5,16.6,6,Lower,Midwest,NC,Suburban,51-65,2024-09,Q3_2024,2023,9.5,0.68,Increasing
FIA001225,2024-09-20,Atorvastatin,Lipitor,Statins,27664-473-12,Medicare Part D Plan B,PLAN_6897,2024,Tier 3,Tier 3,2024-01-06,258,No Change,Step Therapy; Quantity Limit,No,Yes,60.0,1037,944,9.9,Increased,73.87,74.07,-0.2,187.29,261.16,270.82,0.0,0,0.043,0.387,0.379,0.555,10,7,10,4,3.1,34.8,3,Similar,Midwest,PA,Rural,75+,2024-09,Q3_2024,2023,3.4,0.337,Stable
